a	ˈeɪ
theanthropos	θiːnθɹˈoʊpoʊz
theanthroposophy	θˌiːnθɹəpˈɑːsəfi
theanthropy	θˈiːnθɹəpi
thearchic	θˈɪɹkɪk
thearchy	θˈɪɹtʃi
theasum	θˈiːsəm
theat	θˈiət
theater	θˈiəɾɚ
theatergoer	θˈiəɾɚɡˌoʊɚ
theatergoing	θˈiəɾɚɡˌoʊɪŋ
theaterless	θˈiəɾɚləs
theaterlike	θˈiəɾɚlˌaɪk
theaterward	θˈiəɾɚwɚd
theaterwards	θˈiəɾɚwɚdz
theaterwise	θˈiəɾɚwˌaɪz
theatine	θˈiətiːn
theatral	θˈiətɹəl
theatric	θiːˈætɹɪk
theatricable	θˈiːɐtɹˌɪkəbəl
theatrical	θiːˈætɹɪkəl
theatricalism	θiːˈætɹɪkəlˌɪzəm
theatricality	θiːˈætɹɪkˈælᵻɾi
theatricalization	θiːˌætɹɪkəlᵻzˈeɪʃən
theatricalize	θiːˈætɹɪkəlˌaɪz
theatrically	θiːˈætɹɪkli
theatricalness	θiːˈætɹɪkəlnəs
theatricals	θiːˈætɹɪkəlz
theatrician	θˌiːɐtɹˈɪʃən
theatricism	θiːˈætɹɪsˌɪzəm
theatricize	θiːˈætɹɪsˌaɪz
theatrics	θiːˈætɹɪks
theatrize	θˈiːɐtɹˌaɪz
theatrocracy	θiətɹˈɑːkɹəsi
theatrograph	θˈiətɹəɡɹˌæf
theatromania	θˌiətɹoʊmˈeɪniə
theatromaniac	θˌiətɹoʊmˈeɪnɪˌæk
theatron	θˈiətɹɑːn
theatrophile	θˈiətɹəfˌaɪl
theatrophobia	θˌiətɹəfˈoʊbiə
theatrophone	θˈiətɹəfˌoʊn
theatrophonic	θˌiətɹəfˈɑːnɪk
theatropolis	θiətɹˈɑːpəliz
theatroscope	θˈiətɹəskˌoʊp
theatry	θˈiətɹi
theave	θˈiːv
theb	θˈɛb
thebaic	θɛbˈeɪɪk
thebaid	θˈɛbeɪd
thebaine	ðəbˈeɪn
thebais	θˈɛbaɪz
thebaism	θˈɛbeɪˌɪzəm
theban	θˈɛbən
thebesian	ðəbᵻʒən
theca	θˈɛkə
thecae	θˈɛkiː
thecal	θˈɛkəl
thecamoebae	ðəkɐmˈiːbiː
thecaphore	ðəkˈæfɔːɹ
thecasporal	ðəkˈæspɚɹəl
thecaspore	ðəkˈæspɔːɹ
thecaspored	ðəkˈæspɚd
thecasporous	ðəkˈæspɚɹəs
thecata	ðəkˈɑːɾə
thecate	ðəkˈeɪt
thecia	θˈiːʃiə
thecitis	ðəsˈaɪɾɪs
thecium	θˈiːsiəm
thecla	θˈɛklə
theclan	θˈɛklən
thecodont	ðəkˈoʊdɔnt
thecoglossate	ðəkˈɑːɡlɔsˌeɪt
thecoid	θˈɛkɔɪd
thecoidea	ðəkˈɔɪdiə
thecophora	ðəkˈɑːfɔːɹə
thecosomata	ðəkˌɑːsəmˈɑːɾə
thecosomatous	ðəkˌɑːsəmˈæɾəs
thee	ðˈiː
theek	θˈiːk
theeker	θˈiːkɚ
theelin	θˈiːlɪn
theelol	θˈiːlɑːl
theemim	θˈiːmɪm
theer	θˈɪɹ
theet	θˈiːt
theetsee	θˈiːtsiː
theezan	θˈiːzən
theft	θˈɛft
theftbote	ðəftbˈoʊt
theftdom	θˈɛftdəm
theftless	θˈɛftləs
theftproof	θˈɛftpɹuːf
theftuous	θˈɛftʃuːəs
theftuously	θˈɛftʃuːəsli
thegether	ðəɡˈɛðɚ
thegidder	θˈɛdʒɪdɚ
thegither	ðəɡˈɪðɚ
thegn	θˈɛn
thegndom	θˈɛndəm
thegnhood	θˈɛnhʊd
thegnland	θˈɛɡnlənd
thegnlike	ðəɡnlˈaɪk
thegnly	θˈɛnli
thegnship	θˈɛnʃɪp
thegnworthy	ðəɡnwˈɜːði
theiform	θˈeɪfɔːɹm
theileria	θeɪlˈɪɹiə
theine	θˈeɪn
theinism	θˈeɪnɪzəm
their	ðɛɹ
theirn	θˈɛɹn
theirs	ðˈɛɹz
theirselves	θɛɹsˈɛlvz
theirsens	θˈɛɹsənz
theism	θˈiːɪzəm
theist	θˈiːɪst
theistic	θiːˈɪstɪk
theistical	θiːˈɪstɪkəl
theistically	θiːˈɪstɪkli
thelalgia	ðəlˈældʒə
thelemite	ðəlˈɛmaɪt
thelephora	ðəlˈɛfɔːɹə
thelephoraceae	ðəlˈɛfɔːɹˌeɪsiː
theligonaceae	ðəlˈɪɡənˌeɪsiː
theligonaceous	ðəlˌɪɡənˈeɪʃəs
theligonum	ðəlˈɪɡɑːnəm
thelitis	ðəlˈaɪɾɪs
thelium	θˈiːliəm
thelodontidae	ðəlˈɑːdɔntˌɪdiː
thelodus	ðəlˈoʊdəs
theloncus	ðəlˈɑːŋkəs
thelorrhagia	ðəlɔɹˈeɪdʒə
thelphusa	ðəlfjˈuːsə
thelphusian	ðəlfjˈuːʒən
thelphusidae	ðəlfjˈuːsɪdˌiː
thelyblast	ðəlˈɪblæst
thelyblastic	ðəlɪblˈæstɪk
thelyotokous	ðəlˌaɪətˈɑːkəs
thelyotoky	ðəlˈaɪətˌoʊki
thelyphonidae	ðəlˈaɪfənˌɪdiː
thelyphonus	ðəlˈaɪfoʊnəs
thelyplasty	ðəlˈɪplɐsti
thelytocia	ðəlaɪtˈoʊʃə
thelytoky	ðəlˈaɪɾoʊki
thelytonic	ðəlaɪtˈɑːnɪk
them	ðˌɛm
thema	θˈiːmə
themata	θiːmˈɑːɾə
thematic	θiːmˈæɾɪk
thematical	θiːmˈæɾɪkəl
thematically	θiːmˈæɾɪkli
thematist	θˈiːmətˌɪst
theme	θˈiːm
themeless	θˈiːmləs
themelet	θˈiːmɛlɪt
themer	θˈiːmɚ
themis	θˈiːmiz
themistian	θˈiːmɪstʃən
themsel	ðɛmsˈɛl
themself	ðɛmsˈɛlf
themselves	ðɛmsˈɛlvz
then	ðˈɛn
thenabouts	ðənˈæbaʊts
thenadays	ðənˈædeɪz
thenal	θˈiːnəl
thenar	θˈɛnɑːɹ
thenardite	ðənˈɑːɹdaɪt
thence	ðˈɛns
thenceafter	ðɛnsˈæftɚ
thenceforth	ðɛnsfˈɔːɹθ
thenceforward	ðɛnsfˈɔːɹwɚd
thenceforwards	ðɛnsfˈɔːɹwɚdz
thencefrom	ðɛnsfɹˈɑːm
thenceward	ðɛnswɚd
thenness	ðˈɛnnəs
theo	θˈiːoʊ
theoanthropomorphic	θiːəˌænθɹəpəmˈɔːɹfɪk
theoanthropomorphism	θiːəɐnθɹˈɑːpəmˌɔːɹfɪzəm
theoastrological	θiːəˌæstɹəlˈɑːdʒɪkəl
theobald	θiːəbˈɔːld
theobroma	θiːəbɹˈoʊmə
theobromic	θiːəbɹˈoʊmɪk
theobromine	θiːəbɹˈoʊmaɪn
theocentric	θiːəsˈɛntɹɪk
theocentricism	θiːəsˈɛntɹɪsˌɪzəm
theocentrism	θiːəsˈɛntɹɪzəm
theochristic	θiːəkɹˈɪstɪk
theocollectivism	θiːəkəlˈɛktɪvˌɪzəm
theocollectivist	θiːəkəlˈɛktɪvˌɪst
theocracy	θɪˈɑːkɹəsi
theocrasia	θiːəkɹˈeɪʒə
theocrasical	θiːəkɹˈæzɪkəl
theocrasy	θiːəkɹˈæsi
theocrat	θiːəkɹˈæt
theocratic	θiːəkɹˈæɾɪk
theocratical	θiːəkɹˈæɾɪkəl
theocratically	θiːəkɹˈæɾɪkli
theocratist	θiːəkɹˈæɾɪst
theocritan	θiːəkɹˈɪtæn
theocritean	θiːəkɹaɪtˈiən
theodemocracy	θiːədᵻmˈɑːkɹəsi
theodicaea	θiːədɪkˈiə
theodicean	θiːədaɪsˈiən
theodicy	θiːədˈɪsi
theodidact	θiːədˈɪdækt
theodolite	θiːədˈɑːlaɪt
theodolitic	θiːədəlˈɪɾɪk
theodora	θiːədˈɔːɹə
theodore	θˈiːədˌɔːɹ
theodoric	θiːədˈɔːɹɪk
theodosia	θiːədˈoʊʒə
theodosian	θiːədˈoʊʒən
theodotian	θiːədˈoʊʃən
theodrama	θiːədɹˈɑːmə
theody	θiːədˈaɪ
theogamy	θiːəɡˈæmi
theogeological	θiːədʒɪəlˈɑːdʒɪkəl
theognostic	θiːəɡnˈɑːstɪk
theogonal	θiːəɡˈɑːnəl
theogonic	θiːəɡˈɑːnɪk
theogonism	θiːəɡˈɑːnɪzəm
theogonist	θiːəɡˈɑːnɪst
theogony	θiːəɡˈɑːni
theohuman	θiːəhjˈuːmən
theokrasia	θiːəkɹˈeɪʒə
theoktonic	θiːəktˈɑːnɪk
theoktony	θiːəktˈɑːni
theolatrous	θiːəlˈætɹəs
theolatry	θiːələtɹi
theolepsy	θiːəlˈɛpsi
theoleptic	θiːəlˈɛptɪk
theologal	θiːəlˈɑːɡəl
theologaster	θiːəlˈɑːɡæstɚ
theologastric	θiːələɡˈæstɹɪk
theologate	θiːəlˈɑːɡeɪt
theologeion	θiːəlˈoʊdʒiən
theologer	θiːəlˈoʊdʒɚ
theologi	θiːəlˈoʊɡi
theologian	θiːəlˈoʊdʒən
theologic	θiːəlˈɑːdʒɪk
theological	θiːəlˈɑːdʒɪkəl
theologically	θiːəlˈɑːdʒɪkli
theologician	θiːələdʒˈɪʃən
theologicoastronomical	θiːəlˌɑːdʒɪkˌoʊstɹənˈɑːmɪkəl
theologicoethical	θiːəlˌɑːdʒɪkˈoʊθɪkəl
theologicohistorical	θiːəlˌɑːdʒɪkˌoʊhɪstˈɔːɹɪkəl
theologicometaphysical	θiːəlˌɑːdʒɪkˌʌmɪɾɐfˈɪzɪkəl
theologicomilitary	θiːəlˈɑːdʒɪkˌɑːmɪlətˌɛɹi
theologicomoral	θiːəlˈɑːdʒɪkˌɑːmɚɹəl
theologiconatural	θiːəlˌɑːdʒɪkənˈætʃɚɹəl
theologicopolitical	θiːəlˌɑːdʒɪkˌɑːpəlˈɪɾɪkəl
theologics	θiːəlˈɑːdʒɪks
theologism	θɪˈɑːlədʒˌɪzəm
theologist	θɪˈɑːlədʒˌɪst
theologium	θiːəlˈoʊdʒəm
theologization	θiːəlˌɑːdʒᵻzˈeɪʃən
theologize	θiːəlˈɑːdʒaɪz
theologizer	θiːəlˈɑːdʒaɪzɚ
theologoumena	θiːəlˌɑːɡaʊmˈiːnə
theologoumenon	θiːəlˈɑːɡaʊmˌɛnən
theologue	θiːəlˈɑːɡ
theologus	θiːəlˈɑːɡəs
theology	θɪˈɑːlədʒi
theomachia	θiːəmˈeɪʃə
theomachist	θiːəmˈækɪst
theomachy	θiːəmˈæki
theomammomist	θiːəmˈæməmˌɪst
theomancy	θiːəmˈænsi
theomania	θiːəmˈeɪniə
theomaniac	θiːəmˈeɪnɪˌæk
theomantic	θiːəmˈæntɪk
theomastix	θiːəmˈæstɪks
theomicrist	θiːəmˈɪkɹɪst
theomisanthropist	θiːəmˈɪsɐnθɹˌɑːpɪst
theomorphic	θiːəmˈɔːɹfɪk
theomorphism	θiːəmˈɔːɹfɪzəm
theomorphize	θiːəmˈɔːɹfaɪz
theomythologer	θiːəmˈɪθəlˌoʊdʒɚ
theomythology	θiːəmɪθˈɑːlədʒi
theonomy	θiːənˈɑːmi
theopantism	θiːəpˈæntɪzəm
theopaschist	θiːəpˈæskɪst
theopaschitally	θiːəpˈæskɪɾəli
theopaschite	θiːəpˈæskaɪt
theopaschitic	θiːəpɐskˈɪɾɪk
theopaschitism	θiːəpˈæskɪtˌɪzəm
theopathetic	θiːəpɐθˈɛɾɪk
theopathic	θiːəpˈæθɪk
theopathy	θiːəpˈæθi
theophagic	θiːəfˈædʒɪk
theophagite	θiːəfˈædʒaɪt
theophagous	θiːəfˈæɡəs
theophagy	θiːəfˈædʒi
theophania	θiːəfˈeɪniə
theophanic	θiːəfˈænɪk
theophanism	θiːəfˈænɪzəm
theophanous	θiːəfˈænəs
theophany	θiːəfˈæni
theophila	θiːəfˈɪlə
theophilanthrope	θiːəfˈɪlɐnθɹˌoʊp
theophilanthropic	θiːəfˌɪlɐnθɹˈɑːpɪk
theophilanthropism	θiːəfˈɪlɐnθɹˌoʊpɪzəm
theophilanthropist	θiːəfˈɪlɐnθɹˌɑːpɪst
theophilanthropy	θiːəfɪlˈænθɹəpi
theophile	θiːəfˈaɪl
theophilist	θiːəfˈɪlɪst
theophilosophic	θiːəfˌɪləsˈɑːfɪk
theophilus	θiːəfˈɪləs
theophobia	θiːəfˈoʊbiə
theophoric	θiːəfˈɔːɹɪk
theophorous	θiːəfˈɔːɹəs
theophrastaceae	θiːəfɹˈæsteɪsˌiː
theophrastaceous	θiːəfɹɐstˈeɪʃəs
theophrastan	θiːəfɹɐstˈɑːn
theophrastean	θiːəfɹˈæstiən
theophylline	θiːəfˈɪlaɪn
theophysical	θiːəfˈɪzɪkəl
theopneust	θiːəpnˈuːst
theopneusted	θiːəpnˈuːstᵻd
theopneustia	θiːəpnˈuːstʃə
theopneustic	θiːəpnˈuːstɪk
theopneusty	θiːəpnˈuːsti
theopolitician	θiːəpˌɑːlɪtˈɪʃən
theopolitics	θiːəpəlˈɪɾɪks
theopolity	θiːəpˈɑːlᵻɾi
theopsychism	θiːəsˈaɪkɪzəm
theorbist	θˈiəəbˌɪst
theorbo	θˈiəəbˌoʊ
theorem	θˈiəɹəm
theorematic	θˌiəɹɪmˈæɾɪk
theorematical	θˌiəɹɪmˈæɾɪkəl
theorematically	θˌiəɹɪmˈæɾɪkli
theorematist	θˈiəɹɪmətˌɪst
theoremic	θiəɹˈɛmɪk
theoretic	θiəɹˈɛɾɪk
theoretical	θiəɹˈɛɾɪkəl
theoreticalism	θiəɹˈɛɾɪkəlˌɪzəm
theoretically	θiəɹˈɛɾɪkli
theoretician	θˌiəɹɪtˈɪʃən
theoreticopractical	θˌiəɹɪtˌɪkəpɹˈæktɪkəl
theoretics	θiəɹˈɛɾɪks
theoria	θˈiəɹiə
theoriai	θˈiəɹɪˌaɪ
theoric	θˈiəɹɪk
theorical	θˈiəɹɪkəl
theorically	θˈiəɹɪkli
theorician	θiəɹˈɪʃən
theoricon	θˈiəɹɪkən
theorics	θˈiəɹɪks
theorism	θˈiəɹɪzəm
theorist	θˈiəɹɪst
theorization	θˌiəɹᵻzˈeɪʃən
theorize	θˈiəɹaɪz
theorizer	θˈiəɹaɪzɚ
theorum	θˈiəɹəm
theory	θˈiəɹi
theoryless	θˈiəɹiləs
theorymonger	θˈiəɹɪmˌɑːŋɚ
theosoph	θiːəsˈɑːf
theosopheme	θiːəsˈɑːfiːm
theosophic	θiːəsˈɑːfɪk
theosophical	θiːəsˈɑːfɪkəl
theosophically	θiːəsˈɑːfɪkli
theosophism	θiːəsˈɑːfɪzəm
theosophist	θiːəsˈɑːfɪst
theosophistic	θiːəsəfˈɪstɪk
theosophistical	θiːəsəfˈɪstɪkəl
theosophize	θiːəsˈɑːfaɪz
theosophy	θiːəsˈɑːfi
theotechnic	θiːətˈɛknɪk
theotechnist	θiːətˈɛknɪst
theotechny	θiːətˈɛkni
theoteleological	θiːətˌɛlɪəlˈɑːdʒɪkəl
theoteleology	θiːətˌɛlɪˈɑːlədʒi
theotherapy	θiːəθˈɛɹəpi
theotokos	θiːətˈoʊkoʊz
theow	θɪˈoʊ
theowdom	θiːəwdˈɑːm
theowman	θiːəwmˈæn
theraean	θɜːɹˈiən
theralite	ðɚɹˈælaɪt
therapeusis	θˈɛɹəpjˌuːsiz
therapeutae	θˈɛɹəpjˌuːɾiː
therapeutic	θˌɛɹəpjˈuːɾɪk
therapeutical	θˌɛɹəpjˈuːɾɪkəl
therapeutically	θˌɛɹəpjˈuːɾɪkli
therapeutics	θˌɛɹəpjˈuːɾɪks
therapeutism	θˈɛɹəpjˌuːɾɪzəm
therapeutist	θˈɛɹəpjˌuːɾɪst
theraphosa	θˌɛɹəphˈoʊsə
theraphose	θˈɛɹəphˌoʊz
theraphosid	θˈɛɹəphˌɑːsɪd
theraphosidae	θˈɛɹəphˌɑːsɪdˌiː
theraphosoid	θˈɛɹəphˌɑːsɔɪd
therapist	θˈɛɹəpˌɪst
therapsid	θˈɛɹəpsˌɪd
therapsida	θˈɛɹəpsˌɪdə
therapy	θˈɛɹəpi
therblig	ðˈɜːblɪɡ
there	ðˈɛɹ
thereabouts	ðɛɹɐbˈaʊts
thereabove	ðɛɹˈæboʊv
thereacross	ðɛɹˈækɹɔs
thereafter	ðɛɹˈæftɚ
thereafterward	ðɛɹˈæftɚwɚd
thereagainst	ðɛɹˈæɡeɪnst
thereamong	ðɛɹˈæmɑːŋ
thereamongst	ðɛɹˈæmɑːŋst
thereanent	ðɛɹˈeɪnənt
thereanents	ðɛɹˈeɪnənts
therearound	ðɛɹˈæɹaʊnd
thereas	ðɛɹˈæz
thereat	ðɛɹˈæt
thereaway	ðɛɹəwˈeɪ
thereaways	ðɛɹəwˈeɪz
therebeside	ðɛɹbˈɛsaɪd
therebesides	ðɛɹbˈɛsaɪdz
therebetween	ðɛɹbˈɛtwiːn
thereby	ðɛɹbˈaɪ
thereckly	ðɛɹklˈaɪ
therefor	ðɛɹfˈɔːɹ
therefore	ðˈɛɹfɔːɹ
therefrom	ðɛɹfɹˈɑːm
therehence	ðɛɹhˈɛns
therein	ðɛɹˈɪn
thereinafter	ðɛɹˈɪnæftɚ
thereinbefore	ðɛɹˈɪnbɪfˌɔːɹ
thereinto	ðɛɹˈɪntoʊ
therence	ðɛɹnsˈɛ
thereness	ðɛɹnˈɛs
thereof	ðɛɹˈɑːv
thereoid	ðɛɹˈɔɪd
thereologist	ðɛɹˈɑːlədʒˌɪst
thereology	ðɛɹˈɑːlədʒi
thereon	ðɛɹˈɑːn
thereout	ðɛɹˈaʊt
thereover	ðɛɹˈoʊvɚ
thereright	ðɛɹˈaɪt
theres	ðɚz
theresa	tɚɹˈiːzə
therese	tɚɹˈiːz
therethrough	ðɛɹθɹˈuː
theretill	ðɛɹtˈɪl
thereto	ðɛɹtˈuː
theretofore	ðɛɹtˈɑːfɔːɹ
theretoward	ðɛɹtˈoʊɔːɹd
thereunder	ðɛɹˈʌndɚ
thereuntil	ðɛɹˈʌntəl
thereunto	ðɛɹˈʌntoʊ
thereup	ðɛɹˈʌp
thereupon	ðɛɹˈʌpɑːn
thereva	ðɛɹvˈæ
therevid	ðɛɹvˈɪd
therevidae	ðɛɹvˈɪdiː
therewhile	ðɛɹwˈaɪl
therewith	ðɛɹwˈɪð
therewithal	ðɛɹwɪðˈæl
therewithin	ðɛɹwɪðˈɪn
theria	θˈɜːɹiə
theriac	θˈɜːɹiˌæk
theriaca	ðɚɹˈaɪəkə
theriacal	ðɚɹˈaɪəkəl
therial	θˈɜːɹɪəl
therianthropic	ðɚɹˌaɪənθɹˈɑːpɪk
therianthropism	ðɚɹˈaɪənθɹˌoʊpɪzəm
theriatrics	ðɚɹˈaɪətɹˌɪks
theridiid	ðɚɹˈɪdɪˌɪd
theridiidae	ðɚɹˈɪdɪˌɪdiː
theridion	ðɚɹˈɪdiən
theriodic	ðɚɹɪˈɑːdɪk
theriodont	ðɚɹɪˈɑːdɔnt
theriodonta	ðɚɹɪˈɑːdɔntə
theriodontia	ðɚɹɪˈɑːdɔnʃə
theriolatry	ðɚɹɪˈɑːlətɹi
theriomancy	ðɚɹɪˈɑːmənsi
theriomaniac	ðɚɹɪəmˈeɪnɪˌæk
theriomimicry	ðɚɹɪˈɑːmɪmˌɪkɹi
theriomorph	ðɚɹɪˈɑːmɔːɹf
theriomorphic	ðɚɹɪəmˈɔːɹfɪk
theriomorphism	ðɚɹɪˈɑːmɔːɹfˌɪzəm
theriomorphosis	ðɚɹɪəmˈɔːɹfəsˌɪs
theriomorphous	ðɚɹɪˈɑːmɔːɹfəs
theriotheism	ðɚɹˈaɪəθiːˌɪzəm
theriotrophical	ðɚɹaɪətɹˈoʊfɪkəl
theriozoic	ðɚɹɪəzˈoʊɪk
therm	θˈɜːm
thermacogenesis	θˌɜːmɐkoʊdʒˈɛnᵻsˌɪs
thermae	θˈɜːmiː
thermal	θˈɜːməl
thermalgesia	θˌɜːmɐldʒˈiːʒə
thermality	θɜːmˈælᵻɾi
thermally	θˈɜːməli
thermanalgesia	θˌɜːmɐnɐldʒˈiːʒə
thermanesthesia	θˌɜːmeɪnsθˈiːʒə
thermantic	θɜːmˈæntɪk
thermantidote	θˈɜːmɐntˌɪdoʊt
thermatologic	θˌɜːmɐɾəlˈɑːdʒɪk
thermatologist	θˌɜːmɐtˈɑːlədʒˌɪst
thermatology	θˌɜːmɐtˈɑːlədʒi
thermesthesia	θˌɜːmɪsθˈiːʒə
thermesthesiometer	θˌɜːmɪsθˌiːzɪˈɑːmɪɾɚ
thermetograph	θˈɜːmɪtˌɑːɡɹæf
thermetrograph	θˈɜːmɪtɹˌɑːɡɹæf
thermic	θˈɜːmɪk
thermically	θˈɜːmɪkli
thermidorian	θˌɜːmɪdˈɔːɹiən
thermion	θˈɜːmiən
thermionic	θˌɜːmɪˈɑːnɪk
thermionically	θˌɜːmɪˈɑːnɪkli
thermionics	θˌɜːmɪˈɑːnɪks
thermistor	θˈɜːmɪstɚ
thermit	θˈɜːmɪt
thermite	θˈɜːmaɪt
thermo	θˈɜːmə
thermoammeter	θˈɜːməˌæmiːɾɚ
thermoanalgesia	θˌɜːmoʊˌænɐldʒˈiːʒə
thermoanesthesia	θˌɜːmoʊeɪnsθˈiːʒə
thermobarograph	θˈɜːməbˌæɹəɡɹˌæf
thermobarometer	θˌɜːmoʊbɐɹˈɑːmɪɾɚ
thermobattery	θˈɜːməbˌæɾɚɹi
thermocautery	θˈɜːməkətˌɛɹi
thermochemic	θˌɜːməkˈɛmɪk
thermochemical	θˌɜːməkˈɛmɪkəl
thermochemically	θˌɜːməkˈɛmɪkli
thermochemist	θˈɜːməkˌɛmɪst
thermochemistry	θˈɜːməkˌɛmɪstɹi
thermochroic	θˌɜːməkɹˈoʊɪk
thermochrosy	θˈɜːməkɹəsi
thermocline	θˈɜːməklˌaɪn
thermocouple	θˈɜːməkˌʌpəl
thermocurrent	θˈɜːməkˌɜːɹənt
thermodiffusion	θˌɜːmoʊdᵻfjˈuːʒən
thermoduric	θˌɜːmədʒˈuːɹɪk
thermodynamic	θˌɜːmoʊdaɪnˈæmɪk
thermodynamical	θˌɜːmoʊdaɪnˈæmɪkəl
thermodynamically	θˌɜːmoʊdaɪnˈæmɪkli
thermodynamician	θˌɜːmoʊdˌaɪnɐmˈɪʃən
thermodynamicist	θˌɜːmoʊdaɪnˈæmɪsˌɪst
thermodynamics	θˌɜːmoʊdaɪnˈæmɪks
thermodynamist	θˈɜːmədˌaɪnɐmˌɪst
thermoelectric	θˌɜːmoʊɪlˈɛktɹɪk
thermoelectrical	θˌɜːmoʊɪlˈɛktɹɪkəl
thermoelectrically	θˌɜːmoʊɪlˈɛktɹɪkli
thermoelectricity	θˌɜːmoʊˌɛlɪktɹˈɪsᵻɾi
thermoelectrometer	θˌɜːmoʊˌɛlɪktɹˈɑːmɪɾɚ
thermoelectromotive	θˈɜːməˌɛlɪktɹˌɑːmoʊtˌɪv
thermoelement	θˈɜːməˌɛəlmənt
thermoesthesia	θˌɜːmoʊɪsθˈiːʒə
thermoexcitory	θˈɜːməɛksɪtˌɔːɹi
thermogalvanometer	θˌɜːmoʊɡˌælvɐnˈɑːmɪɾɚ
thermogen	θˈɜːmədʒən
thermogenerator	θˈɜːmədʒˌɛnɚɹˌeɪɾɚ
thermogenesis	θˌɜːmədʒˈɛnᵻsˌɪs
thermogenetic	θˌɜːmoʊdʒɪnˈɛɾɪk
thermogenic	θˌɜːmədʒˈɛnɪk
thermogenous	θɜːmˈɑːdʒənəs
thermogeny	θˈɜːmədʒˌɛni
thermogeographical	θˌɜːmoʊdʒɪəɡɹˈæfɪkəl
thermogeography	θˌɜːmoʊdʒɪˈɑːɡɹəfi
thermogram	θˈɜːməɡɹˌæm
thermograph	θˈɜːməɡɹˌæf
thermography	θɜːmˈɑːɡɹəfi
thermohyperesthesia	θˌɜːmoʊhˌaɪpɹɪsθˈiːʒə
thermojunction	θˌɜːmədʒˈʌŋkʃən
thermokinematics	θˌɜːmoʊkaɪnmˈæɾɪks
thermolabile	θˈɜːməlˌæbaɪl
thermolability	θˌɜːmoʊləbˈɪlᵻɾi
thermological	θˌɜːməlˈɑːdʒɪkəl
thermology	θɜːmˈɑːlədʒi
thermoluminescence	θˌɜːmoʊlˌuːmɪnˈɛsəns
thermoluminescent	θˌɜːmoʊlˌuːmɪnˈɛsənt
thermolysis	θɜːmˈɑːləsˌɪs
thermolytic	θˌɜːməlˈɪɾɪk
thermolyze	θˈɜːməlˌaɪz
thermomagnetic	θˌɜːmoʊmɐɡnˈɛɾɪk
thermomagnetism	θˈɜːməmˌæɡnɪtˌɪzəm
thermometamorphic	θˌɜːmoʊmˌɛɾɐmˈɔːɹfɪk
thermometamorphism	θˈɜːməmˌɛɾɐmˌɔːɹfɪzəm
thermometer	θɜːmˈɑːmɪɾɚ
thermometerize	θˌɜːməmˈɛɾɚɹˌaɪz
thermometric	θˌɜːməmˈɛtɹɪk
thermometrical	θˌɜːməmˈɛtɹɪkəl
thermometrically	θˌɜːməmˈɛtɹɪkli
thermometrograph	θˈɜːməmˌɛtɹəɡɹˌæf
thermometry	θɜːmˈɑːmətɹi
thermomotive	θˈɜːməmˌoʊɾɪv
thermomotor	θˈɜːməmˌoʊɾɚ
thermomultiplier	θˈɜːməmˌʌltɪplˌaɪɚ
thermonastic	θˌɜːmənˈæstɪk
thermonasty	θˈɜːmənɐsti
thermonatrite	θˈɜːmənˌætɹaɪt
thermoneurosis	θˌɜːmoʊnʊɹɹˈoʊsɪs
thermoneutrality	θˌɜːmoʊnuːtɹˈælᵻɾi
thermonous	θˈɜːmənəs
thermonuclear	θˈɜːmənˌuːklɪɹ
thermopair	θˈɜːməpˌɛɹ
thermopalpation	θˌɜːmoʊpɐlpˈeɪʃən
thermopenetration	θˌɜːmoʊpˌɛnɪtɹˈeɪʃən
thermoperiod	θˌɜːməpˈɪɹiəd
thermoperiodic	θˌɜːməpˈɪɹiˈɑːdɪk
thermoperiodicity	θˌɜːmoʊpˌɪɹiədˈɪsᵻɾi
thermoperiodism	θˌɜːməpˈɪɹiˌoʊdɪzəm
thermophile	θˈɜːməfˌaɪl
thermophilic	θˌɜːməfˈɪlɪk
thermophilous	θˈɜːməfˌɪləs
thermophobous	θˌɜːməfˈɑːbəs
thermophone	θˈɜːməfˌoʊn
thermophore	θˈɜːməfˌɔːɹ
thermophosphor	θˈɜːməfˌɑːsfɚ
thermophosphorescence	θˌɜːmoʊfˌɑːsfɚɹˈɛsəns
thermopile	θˈɜːməpˌaɪl
thermoplastic	θˌɜːməplˈæstɪk
thermoplasticity	θˌɜːmoʊplɐstˈɪsᵻɾi
thermoplegia	θˌɜːməplˈiːdʒə
thermopleion	θˈɜːməplˌeɪən
thermopolymerization	θˌɜːmoʊpˌɑːlɪmɚɹaɪzˈeɪʃən
thermopolypnea	θˈɜːməpˌɑːlɪpnˌiə
thermopolypneic	θˈɜːməpˌɑːlɪpnˌeɪk
thermopsis	θɜːmˈɑːpsɪs
thermoradiotherapy	θˈɜːməɹˌeɪdɪˌoʊθɪɹəpi
thermoreduction	θˌɜːmoʊɹɪdˈʌkʃən
thermoregulation	θˌɜːmoʊɹˌɛɡjʊlˈeɪʃən
thermoregulator	θˈɜːməɹˌɛɡjʊlˌeɪɾɚ
thermoresistance	θˈɜːməɹˌɛsɪstəns
thermoresistant	θˈɜːməɹˌɛsɪstənt
thermos	θˈɜːməs
thermoscope	θˈɜːməskˌoʊp
thermoscopic	θˌɜːməskˈɑːpɪk
thermoscopical	θˌɜːməskˈɑːpɪkəl
thermoscopically	θˌɜːməskˈɑːpɪkli
thermosetting	θˈɜːməsɪɾɪŋ
